order_id,date,month,iso_week,shift,machine_id,product_id,planned_qty,total_qty,good_qty,scrap_qty,planned_minutes,run_minutes,ideal_cycle_time_s,actual_cycle_time_s,energy_kwh,labor_hours,material_cost_eur,energy_cost_eur,maintenance_cost_eur,production_cost_eur,revenue_eur
WO-002766,2025-11-27,2025-11,2025-W48,Afternoon,M04,P03,696,418,406,12,430.0,311.16,38.0,44.66,254.26,7.17,10868.0,36.87,61.79,15525.32,22736.0
WO-002767,2025-11-27,2025-11,2025-W48,Morning,M05,P06,197,160,154,6,430.0,368.3,125.0,138.11,207.38,7.17,22240.0,30.07,79.75,31097.49,45892.0
WO-002768,2025-11-27,2025-11,2025-W48,Afternoon,M05,P01,390,311,307,4,430.0,368.58,62.0,71.11,199.87,7.17,13684.0,28.98,49.52,19326.17,28858.0
WO-002769,2025-11-27,2025-11,2025-W48,Morning,M06,P05,478,397,389,8,430.0,386.27,52.0,58.38,225.0,7.17,19056.0,32.62,12.0,26437.29,39678.0
WO-002770,2025-11-27,2025-11,2025-W48,Afternoon,M06,P05,509,421,409,12,430.0,393.45,52.0,56.07,240.91,7.17,20208.0,34.93,25.21,28012.81,41718.0
WO-002771,2025-11-28,2025-11,2025-W48,Morning,M01,P01,389,372,366,6,430.0,407.26,62.0,65.69,390.93,7.17,16368.0,56.68,38.82,23003.17,34404.0
WO-002772,2025-11-28,2025-11,2025-W48,Afternoon,M01,P03,650,556,549,7,430.0,389.05,38.0,41.98,354.6,7.17,14456.0,51.42,52.26,20429.34,30744.0
WO-002773,2025-11-28,2025-11,2025-W48,Morning,M02,P05,477,401,390,11,430.0,380.13,52.0,56.88,256.63,7.17,19248.0,37.21,92.16,26782.04,39780.0
WO-002774,2025-11-28,2025-11,2025-W48,Afternoon,M02,P02,368,269,262,7,430.0,377.49,74.0,84.2,272.51,7.17,15871.0,39.51,52.88,22200.06,33012.0
WO-002775,2025-11-28,2025-11,2025-W48,Morning,M03,P03,666,568,561,7,430.0,387.8,38.0,40.96,402.76,7.17,14768.0,58.4,37.97,20848.03,31416.0
WO-002776,2025-11-28,2025-11,2025-W48,Afternoon,M03,P05,467,404,393,11,430.0,386.96,52.0,57.47,412.33,7.17,19392.0,59.79,51.99,26959.44,40086.0
WO-002777,2025-11-28,2025-11,2025-W48,Morning,M04,P06,197,134,128,6,430.0,321.15,125.0,143.8,255.2,7.17,18626.0,37.0,89.98,26174.65,38144.0
WO-002778,2025-11-28,2025-11,2025-W48,Afternoon,M04,P04,264,158,154,4,430.0,297.99,95.0,113.16,235.5,7.17,15642.0,34.15,221.68,22015.5,32340.0
WO-002779,2025-11-28,2025-11,2025-W48,Morning,M05,P05,494,380,371,9,430.0,366.65,52.0,57.89,200.81,7.17,18240.0,29.12,12.0,25328.78,37842.0
WO-002780,2025-11-28,2025-11,2025-W48,Afternoon,M05,P01,396,315,309,6,430.0,367.04,62.0,69.91,207.18,7.17,13860.0,30.04,35.75,19553.46,29046.0
WO-002781,2025-11-28,2025-11,2025-W48,Morning,M06,P04,268,238,233,5,430.0,405.83,95.0,102.31,233.27,7.17,23562.0,33.82,21.29,32534.78,48930.0
WO-002782,2025-11-28,2025-11,2025-W48,Afternoon,M06,P01,423,340,334,6,430.0,399.02,62.0,70.42,225.88,7.17,14960.0,32.75,56.65,21077.06,31396.0
WO-002783,2025-12-01,2025-12,2025-W49,Morning,M01,P01,320,356,353,3,430.0,398.11,62.0,67.1,354.04,7.17,15664.0,51.34,12.63,22011.63,33182.0
WO-002784,2025-12-01,2025-12,2025-W49,Afternoon,M01,P01,322,339,332,7,430.0,386.06,62.0,68.33,336.26,7.17,14916.0,48.76,33.93,21010.36,31208.0
WO-002785,2025-12-01,2025-12,2025-W49,Morning,M02,P05,405,374,363,11,430.0,367.94,52.0,59.03,260.97,7.17,17952.0,37.84,33.0,24968.51,37026.0
WO-002786,2025-12-01,2025-12,2025-W49,Afternoon,M02,P02,271,255,249,6,430.0,343.68,74.0,80.87,239.86,7.17,15045.0,34.78,38.19,21060.64,31374.0
WO-002787,2025-12-01,2025-12,2025-W49,Morning,M03,P05,397,413,402,11,430.0,385.06,52.0,55.94,392.35,7.17,19824.0,56.89,49.92,27539.48,41004.0
WO-002788,2025-12-01,2025-12,2025-W49,Afternoon,M03,P01,325,320,313,7,430.0,367.93,62.0,68.99,390.75,7.17,14080.0,56.66,28.86,19873.19,29422.0
WO-002789,2025-12-01,2025-12,2025-W49,Morning,M04,P04,214,171,166,5,430.0,307.15,95.0,107.77,249.11,7.17,16929.0,36.12,69.38,23607.17,34860.0
WO-002790,2025-12-01,2025-12,2025-W49,Afternoon,M04,P04,214,165,160,5,430.0,308.75,95.0,112.27,245.9,7.17,16335.0,35.66,102.08,22835.4,33600.0
WO-002791,2025-12-01,2025-12,2025-W49,Morning,M05,P06,159,160,156,4,430.0,369.29,125.0,138.48,204.86,7.17,22240.0,29.7,31.53,31048.9,46488.0
WO-002792,2025-12-01,2025-12,2025-W49,Afternoon,M05,P06,169,157,151,6,430.0,372.76,125.0,142.46,206.02,7.17,21823.0,29.87,12.0,30459.54,44998.0
WO-002793,2025-12-01,2025-12,2025-W49,Morning,M06,P01,332,362,356,6,430.0,398.75,62.0,66.09,250.69,7.17,15928.0,36.35,30.06,22374.07,33464.0
WO-002794,2025-12-01,2025-12,2025-W49,Afternoon,M06,P05,402,423,413,10,430.0,401.93,52.0,57.01,236.76,7.17,20304.0,34.33,62.01,28179.01,42126.0
WO-002795,2025-12-02,2025-12,2025-W49,Morning,M01,P03,563,577,571,6,430.0,391.67,38.0,40.73,369.09,7.17,15002.0,53.52,36.31,21161.0,31976.0
WO-002796,2025-12-02,2025-12,2025-W49,Afternoon,M01,P02,273,265,261,4,430.0,363.75,74.0,82.36,327.63,7.17,15635.0,47.51,27.77,21862.95,32886.0
WO-002797,2025-12-02,2025-12,2025-W49,Morning,M02,P02,259,271,266,5,430.0,357.83,74.0,79.23,257.02,7.17,15989.0,37.27,75.81,22380.74,33516.0
WO-002798,2025-12-02,2025-12,2025-W49,Afternoon,M02,P05,365,362,355,7,430.0,356.14,52.0,59.03,252.28,7.17,17376.0,36.58,15.64,24169.89,36210.0
WO-002799,2025-12-02,2025-12,2025-W49,Morning,M03,P03,561,572,563,9,430.0,397.24,38.0,41.67,414.91,7.17,14872.0,60.16,31.32,20985.15,31528.0
WO-002800,2025-12-02,2025-12,2025-W49,Afternoon,M03,P05,397,405,395,10,430.0,378.73,52.0,56.11,383.49,7.17,19440.0,55.61,40.32,27008.59,40290.0
WO-002801,2025-12-02,2025-12,2025-W49,Morning,M04,P03,526,453,445,8,430.0,325.24,38.0,43.08,270.68,7.17,11778.0,39.25,84.78,16793.2,24920.0
WO-002802,2025-12-02,2025-12,2025-W49,Afternoon,M04,P06,167,135,129,6,430.0,322.27,125.0,143.23,239.72,7.17,18765.0,34.76,105.98,26378.41,38442.0
WO-002803,2025-12-02,2025-12,2025-W49,Morning,M05,P05,387,387,376,11,430.0,388.29,52.0,60.2,212.18,7.17,18576.0,30.77,42.38,25815.82,38352.0
WO-002804,2025-12-02,2025-12,2025-W49,Afternoon,M05,P01,330,325,320,5,430.0,369.97,62.0,68.3,216.88,7.17,14300.0,31.45,42.09,20161.2,30080.0
WO-002805,2025-12-02,2025-12,2025-W49,Morning,M06,P04,212,240,236,4,430.0,400.8,95.0,100.2,239.38,7.17,23760.0,34.71,14.17,32796.54,49560.0
WO-002806,2025-12-02,2025-12,2025-W49,Afternoon,M06,P05,400,401,389,12,430.0,386.55,52.0,57.84,240.43,7.17,19248.0,34.86,112.76,26800.28,39678.0
WO-002807,2025-12-03,2025-12,2025-W49,Morning,M01,P01,322,349,342,7,430.0,393.11,62.0,67.58,357.46,7.17,15356.0,51.83,43.76,21623.26,32148.0
WO-002808,2025-12-03,2025-12,2025-W49,Afternoon,M01,P02,281,263,255,8,430.0,361.64,74.0,82.5,311.59,7.17,15517.0,45.18,40.03,21712.87,32130.0
WO-002809,2025-12-03,2025-12,2025-W49,Morning,M02,P02,275,281,274,7,430.0,381.57,74.0,81.47,262.93,7.17,16579.0,38.13,92.04,23197.83,34524.0
WO-002810,2025-12-03,2025-12,2025-W49,Afternoon,M02,P02,285,254,248,6,430.0,372.31,74.0,87.95,263.58,7.17,14986.0,38.22,40.01,20985.9,31248.0
WO-002811,2025-12-03,2025-12,2025-W49,Morning,M03,P01,329,331,326,5,430.0,379.93,62.0,68.87,390.83,7.17,14564.0,56.67,25.48,20529.81,30644.0
WO-002812,2025-12-03,2025-12,2025-W49,Afternoon,M03,P05,408,399,388,11,430.0,385.68,52.0,58.0,409.76,7.17,19152.0,59.41,62.04,26644.12,39576.0
WO-002813,2025-12-03,2025-12,2025-W49,Morning,M04,P04,220,169,164,5,430.0,311.46,95.0,110.58,249.77,7.17,16731.0,36.22,75.17,23345.05,34440.0
WO-002814,2025-12-03,2025-12,2025-W49,Afternoon,M04,P04,214,176,170,6,430.0,309.33,95.0,105.45,251.83,7.17,17424.0,36.52,92.87,24301.05,35700.0
WO-002815,2025-12-03,2025-12,2025-W49,Morning,M05,P06,169,163,157,6,430.0,387.93,125.0,142.79,206.88,7.17,22657.0,30.0,14.79,31602.45,46786.0
WO-002816,2025-12-03,2025-12,2025-W49,Morning,M06,P01,323,360,352,8,430.0,398.92,62.0,66.49,260.57,7.17,15840.0,37.78,95.32,22320.77,33088.0
WO-002817,2025-12-03,2025-12,2025-W49,Afternoon,M06,P06,179,161,153,8,430.0,379.17,125.0,141.31,232.32,7.17,22379.0,33.69,50.72,31262.08,45594.0
WO-002818,2025-12-04,2025-12,2025-W49,Morning,M01,P01,341,341,337,4,430.0,382.2,62.0,67.25,342.07,7.17,15004.0,49.6,51.32,21148.58,31678.0
WO-002819,2025-12-04,2025-12,2025-W49,Afternoon,M01,P01,330,326,320,6,430.0,364.53,62.0,67.09,339.9,7.17,14344.0,49.29,17.83,20214.78,30080.0
WO-002820,2025-12-04,2025-12,2025-W49,Morning,M02,P02,258,262,257,5,430.0,366.32,74.0,83.89,251.74,7.17,15458.0,36.5,33.23,21617.4,32382.0
WO-002821,2025-12-04,2025-12,2025-W49,Afternoon,M02,P05,405,365,357,8,430.0,352.53,52.0,57.95,240.56,7.17,17520.0,34.88,76.14,24423.69,36414.0
WO-002822,2025-12-04,2025-12,2025-W49,Morning,M03,P03,535,586,582,4,430.0,396.78,38.0,40.63,421.29,7.17,15236.0,61.09,12.0,21463.75,32592.0
WO-002823,2025-12-04,2025-12,2025-W49,Afternoon,M03,P05,394,406,396,10,430.0,379.49,52.0,56.08,393.65,7.17,19488.0,57.08,12.0,27046.75,40392.0
WO-002824,2025-12-04,2025-12,2025-W49,Morning,M04,P04,207,186,180,6,430.0,323.81,95.0,104.46,258.85,7.17,18414.0,37.53,115.42,25664.62,37800.0
WO-002825,2025-12-04,2025-12,2025-W49,Afternoon,M04,P04,225,157,152,5,430.0,297.82,95.0,113.82,235.11,7.17,15543.0,34.09,83.59,21743.35,31920.0
WO-002826,2025-12-04,2025-12,2025-W49,Morning,M05,P06,164,169,162,7,430.0,382.69,125.0,135.87,207.36,7.17,23491.0,30.07,51.67,32779.41,48276.0
WO-002827,2025-12-04,2025-12,2025-W49,Afternoon,M05,P05,403,378,368,10,430.0,362.29,52.0,57.51,195.52,7.17,18144.0,28.35,42.31,25228.33,37536.0
WO-002828,2025-12-04,2025-12,2025-W49,Morning,M06,P04,227,230,225,5,430.0,404.06,95.0,105.41,237.6,7.17,22770.0,34.45,26.11,31468.23,47250.0
WO-002829,2025-12-04,2025-12,2025-W49,Afternoon,M06,P01,342,338,333,5,430.0,389.47,62.0,69.14,244.95,7.17,14872.0,35.52,26.6,20929.79,31302.0
WO-002830,2025-12-05,2025-12,2025-W49,Morning,M01,P03,551,599,597,2,430.0,409.11,38.0,40.98,363.78,7.17,15574.0,52.75,62.71,21967.63,33432.0
WO-002831,2025-12-05,2025-12,2025-W49,Afternoon,M01,P01,338,345,340,5,430.0,385.5,62.0,67.04,356.59,7.17,15180.0,51.71,44.05,21383.42,31960.0
WO-002832,2025-12-05,2025-12,2025-W49,Morning,M02,P01,328,332,325,7,430.0,395.11,62.0,71.4,274.55,7.17,14608.0,39.81,12.69,20560.17,30550.0
WO-002833,2025-12-05,2025-12,2025-W49,Afternoon,M02,P01,308,302,297,5,430.0,351.57,62.0,69.85,255.01,7.17,13288.0,36.98,35.23,18779.87,27918.0
WO-002834,2025-12-05,2025-12,2025-W49,Morning,M03,P01,353,371,366,5,430.0,396.91,62.0,64.19,430.28,7.17,16324.0,62.39,31.27,22941.32,34404.0
WO-002835,2025-12-05,2025-12,2025-W49,Afternoon,M03,P01,323,341,335,6,430.0,384.93,62.0,67.73,421.76,7.17,15004.0,61.16,37.54,21146.36,31490.0
WO-002836,2025-12-05,2025-12,2025-W49,Morning,M04,P06,164,138,132,6,430.0,327.13,125.0,142.23,276.23,7.17,19182.0,40.05,75.92,26923.64,39336.0
WO-002837,2025-12-05,2025-12,2025-W49,Afternoon,M04,P06,162,129,125,4,430.0,322.34,125.0,149.93,262.78,7.17,17931.0,38.1,84.06,25219.83,37250.0
WO-002838,2025-12-05,2025-12,2025-W49,Morning,M05,P04,216,220,216,4,430.0,386.44,95.0,105.39,218.95,7.17,21780.0,31.75,74.1,30173.51,45360.0
WO-002839,2025-12-05,2025-12,2025-W49,Afternoon,M05,P01,327,330,324,6,430.0,384.34,62.0,69.88,214.53,7.17,14520.0,31.11,12.0,20430.77,30456.0
WO-002840,2025-12-05,2025-12,2025-W49,Morning,M06,P05,382,425,415,10,430.0,402.31,52.0,56.8,245.45,7.17,20400.0,35.59,62.13,28310.39,42330.0
WO-002841,2025-12-05,2025-12,2025-W49,Afternoon,M06,P01,340,351,345,6,430.0,403.1,62.0,68.91,225.17,7.17,15444.0,32.65,24.41,21704.73,32430.0
WO-002842,2025-12-08,2025-12,2025-W50,Morning,M01,P01,329,350,344,6,430.0,397.27,62.0,68.1,362.4,7.17,15400.0,52.55,54.68,21694.89,32336.0
WO-002843,2025-12-08,2025-12,2025-W50,Afternoon,M01,P01,323,324,318,6,430.0,372.36,62.0,68.96,329.9,7.17,14256.0,47.84,23.6,20099.1,29892.0
WO-002844,2025-12-08,2025-12,2025-W50,Morning,M02,P05,414,413,403,10,430.0,397.43,52.0,57.74,277.29,7.17,19824.0,40.21,57.91,27530.79,41106.0
WO-002845,2025-12-08,2025-12,2025-W50,Afternoon,M02,P05,396,382,373,9,430.0,374.01,52.0,58.75,253.44,7.17,18336.0,36.75,12.0,25466.42,38046.0
WO-002846,2025-12-08,2025-12,2025-W50,Morning,M03,P05,392,412,401,11,430.0,390.42,52.0,56.86,411.7,7.17,19776.0,59.7,51.2,27478.56,40902.0
WO-002847,2025-12-08,2025-12,2025-W50,Afternoon,M03,P03,542,551,544,7,430.0,387.8,38.0,42.23,402.9,7.17,14326.0,58.42,14.78,20221.37,30464.0
WO-002848,2025-12-08,2025-12,2025-W50,Morning,M04,P06,153,135,129,6,430.0,322.17,125.0,143.19,272.74,7.17,18765.0,39.55,76.06,26353.27,38442.0
WO-002849,2025-12-08,2025-12,2025-W50,Afternoon,M04,P04,225,174,169,5,430.0,324.4,95.0,111.86,273.92,7.17,17226.0,39.72,62.24,24005.62,35490.0
WO-002850,2025-12-08,2025-12,2025-W50,Afternoon,M05,P06,165,158,150,8,430.0,376.94,125.0,143.14,203.08,7.17,21962.0,29.45,12.0,30649.11,44700.0
WO-002851,2025-12-08,2025-12,2025-W50,Morning,M06,P05,411,453,441,12,430.0,415.48,52.0,55.03,260.12,7.17,21744.0,37.72,51.89,30122.27,44982.0
WO-002852,2025-12-08,2025-12,2025-W50,Afternoon,M06,P05,400,415,407,8,430.0,396.34,52.0,57.3,244.83,7.17,19920.0,35.5,29.78,27627.95,41514.0
WO-002853,2025-12-09,2025-12,2025-W50,Morning,M01,P01,331,338,333,5,430.0,389.4,62.0,69.12,357.92,7.17,14872.0,51.9,19.43,20939.0,31302.0
WO-002854,2025-12-09,2025-12,2025-W50,Afternoon,M01,P03,548,540,535,5,430.0,374.57,38.0,41.62,335.33,7.17,14040.0,48.62,62.81,19869.1,29960.0
WO-002855,2025-12-09,2025-12,2025-W50,Morning,M02,P05,365,390,381,9,430.0,379.15,52.0,58.33,269.94,7.17,18720.0,39.14,19.94,25996.75,38862.0
WO-002856,2025-12-09,2025-12,2025-W50,Afternoon,M02,P02,268,264,258,6,430.0,363.77,74.0,82.67,261.56,7.17,15576.0,37.93,40.38,21785.98,32508.0
WO-002857,2025-12-09,2025-12,2025-W50,Morning,M03,P03,565,589,582,7,430.0,395.57,38.0,40.3,413.75,7.17,15314.0,59.99,18.31,21575.47,32592.0
WO-002858,2025-12-09,2025-12,2025-W50,Afternoon,M03,P03,547,527,522,5,430.0,371.73,38.0,42.32,397.22,7.17,13702.0,57.6,32.85,19386.62,29232.0
WO-002859,2025-12-09,2025-12,2025-W50,Morning,M04,P03,528,439,430,9,430.0,326.94,38.0,44.68,249.47,7.17,11414.0,36.17,70.96,16279.3,24080.0
WO-002860,2025-12-09,2025-12,2025-W50,Morning,M05,P06,160,163,157,6,430.0,371.98,125.0,136.93,216.36,7.17,22657.0,31.37,27.09,31616.13,46786.0
WO-002861,2025-12-09,2025-12,2025-W50,Afternoon,M05,P04,217,210,205,5,430.0,370.19,95.0,105.77,211.79,7.17,20790.0,30.71,12.0,28770.38,43050.0
WO-002862,2025-12-09,2025-12,2025-W50,Morning,M06,P01,324,375,365,10,430.0,411.49,62.0,65.84,250.21,7.17,16500.0,36.28,12.0,23135.95,34310.0
WO-002863,2025-12-09,2025-12,2025-W50,Afternoon,M06,P04,212,231,227,4,430.0,401.56,95.0,104.3,237.91,7.17,22869.0,34.5,12.72,31588.88,47670.0
WO-002864,2025-12-10,2025-12,2025-W50,Morning,M01,P03,510,574,565,9,430.0,399.76,38.0,41.79,369.48,7.17,14924.0,53.57,12.0,21030.24,31640.0
WO-002865,2025-12-10,2025-12,2025-W50,Afternoon,M01,P01,333,334,328,6,430.0,374.73,62.0,67.32,354.22,7.17,14696.0,51.36,12.0,20691.03,30832.0
WO-002866,2025-12-10,2025-12,2025-W50,Morning,M02,P05,392,387,375,12,430.0,366.72,52.0,56.86,246.57,7.17,18576.0,35.75,55.54,25833.96,38250.0
WO-002867,2025-12-10,2025-12,2025-W50,Afternoon,M02,P05,398,360,352,8,430.0,357.63,52.0,59.61,243.42,7.17,17280.0,35.3,52.21,24075.17,35904.0
WO-002868,2025-12-10,2025-12,2025-W50,Morning,M03,P01,323,363,358,5,430.0,399.53,62.0,66.04,438.99,7.17,15972.0,63.65,31.53,22462.85,33652.0
WO-002869,2025-12-10,2025-12,2025-W50,Morning,M04,P06,156,142,137,5,430.0,333.83,125.0,141.06,265.4,7.17,19738.0,38.48,69.4,27675.55,40826.0
WO-002870,2025-12-10,2025-12,2025-W50,Afternoon,M04,P04,218,173,168,5,430.0,314.07,95.0,108.93,248.64,7.17,17127.0,36.05,152.04,23957.76,35280.0
WO-002871,2025-12-10,2025-12,2025-W50,Morning,M05,P04,215,214,210,4,430.0,367.41,95.0,103.01,205.03,7.17,21186.0,29.73,36.43,29329.83,44100.0
WO-002872,2025-12-10,2025-12,2025-W50,Afternoon,M05,P04,212,213,208,5,430.0,374.08,95.0,105.38,216.93,7.17,21087.0,31.45,24.62,29185.74,43680.0
WO-002873,2025-12-10,2025-12,2025-W50,Morning,M06,P05,376,449,436,13,430.0,417.1,52.0,55.74,260.15,7.17,21552.0,37.72,110.34,29920.73,44472.0
WO-002874,2025-12-10,2025-12,2025-W50,Afternoon,M06,P01,351,359,353,6,430.0,395.63,62.0,66.12,239.95,7.17,15796.0,34.79,30.97,22193.43,33182.0
WO-002875,2025-12-11,2025-12,2025-W50,Morning,M01,P01,317,330,325,5,430.0,376.75,62.0,68.5,343.63,7.17,14520.0,49.83,111.2,20548.69,30550.0
WO-002876,2025-12-11,2025-12,2025-W50,Afternoon,M01,P02,274,285,280,5,430.0,388.71,74.0,81.83,353.1,7.17,16815.0,51.2,12.0,23450.87,35280.0
WO-002877,2025-12-11,2025-12,2025-W50,Morning,M02,P05,415,394,384,10,430.0,370.81,52.0,56.47,251.95,7.17,18912.0,36.53,107.58,26341.78,39168.0
WO-002878,2025-12-11,2025-12,2025-W50,Afternoon,M02,P01,319,311,306,5,430.0,355.52,62.0,68.59,254.0,7.17,13684.0,36.83,83.32,19367.82,28764.0
WO-002879,2025-12-11,2025-12,2025-W50,Morning,M03,P01,322,369,365,4,430.0,411.62,62.0,66.93,443.44,7.17,16236.0,64.3,35.27,22827.24,34310.0
WO-002880,2025-12-11,2025-12,2025-W50,Afternoon,M03,P03,541,537,530,7,430.0,377.74,38.0,42.21,411.76,7.17,13962.0,59.7,55.86,19766.73,29680.0
WO-002881,2025-12-11,2025-12,2025-W50,Morning,M04,P04,212,178,173,5,430.0,319.91,95.0,107.83,248.62,7.17,17622.0,36.05,68.66,24544.38,36330.0
WO-002882,2025-12-11,2025-12,2025-W50,Afternoon,M04,P04,223,171,167,4,430.0,313.44,95.0,109.98,247.79,7.17,16929.0,35.93,130.89,23668.49,35070.0
WO-002883,2025-12-11,2025-12,2025-W50,Morning,M05,P05,383,408,403,5,430.0,375.47,52.0,55.22,216.64,7.17,19584.0,31.41,25.4,27164.48,41106.0
WO-002884,2025-12-11,2025-12,2025-W50,Afternoon,M05,P06,155,157,150,7,430.0,369.48,125.0,141.2,211.02,7.17,21823.0,30.6,34.75,30483.01,44700.0
WO-002885,2025-12-11,2025-12,2025-W50,Morning,M06,P06,177,182,176,6,430.0,400.71,125.0,132.1,253.11,7.17,25298.0,36.7,27.67,35232.04,52448.0
WO-002886,2025-12-11,2025-12,2025-W50,Afternoon,M06,P05,390,404,394,10,430.0,388.81,52.0,57.74,233.65,7.17,19392.0,33.88,12.0,26893.55,40188.0
WO-002887,2025-12-12,2025-12,2025-W50,Morning,M01,P02,296,279,273,6,430.0,380.83,74.0,81.9,361.53,7.17,16461.0,52.42,22.24,22982.33,34398.0
WO-002888,2025-12-12,2025-12,2025-W50,Afternoon,M01,P03,512,534,522,12,430.0,374.29,38.0,42.05,335.19,7.17,13884.0,48.6,47.53,19640.8,29232.0
WO-002889,2025-12-12,2025-12,2025-W50,Morning,M02,P02,271,291,285,6,430.0,388.7,74.0,80.14,271.57,7.17,17169.0,39.38,21.63,23928.67,35910.0
WO-002890,2025-12-12,2025-12,2025-W50,Afternoon,M02,P02,279,273,268,5,430.0,388.24,74.0,85.33,261.41,7.17,16107.0,37.9,39.95,22505.52,33768.0
WO-002891,2025-12-12,2025-12,2025-W50,Morning,M03,P05,412,425,415,10,430.0,400.88,52.0,56.6,425.53,7.17,20400.0,61.7,57.92,28332.29,42330.0
WO-002892,2025-12-12,2025-12,2025-W50,Afternoon,M03,P03,529,571,563,8,430.0,389.53,38.0,40.93,380.06,7.17,14846.0,55.11,23.53,20936.81,31528.0
WO-002893,2025-12-12,2025-12,2025-W50,Morning,M04,P06,173,131,126,5,430.0,316.58,125.0,145.0,241.16,7.17,18209.0,34.97,60.65,25573.28,37548.0
WO-002894,2025-12-12,2025-12,2025-W50,Afternoon,M04,P04,210,175,169,6,430.0,329.72,95.0,113.05,261.71,7.17,17325.0,37.95,80.54,24156.16,35490.0
WO-002895,2025-12-12,2025-12,2025-W50,Morning,M05,P06,180,172,165,7,430.0,396.9,125.0,138.45,230.33,7.17,23908.0,33.4,44.26,33345.33,49170.0
WO-002896,2025-12-12,2025-12,2025-W50,Afternoon,M05,P04,227,212,208,4,430.0,366.97,95.0,103.86,207.09,7.17,20988.0,30.03,38.06,29063.76,43680.0
WO-002897,2025-12-12,2025-12,2025-W50,Morning,M06,P06,160,177,170,7,430.0,403.47,125.0,136.77,239.05,7.17,24603.0,34.66,13.94,34266.27,50660.0
WO-002898,2025-12-15,2025-12,2025-W51,Morning,M01,P01,341,343,340,3,430.0,389.53,62.0,68.14,344.27,7.17,15092.0,49.92,12.0,21229.59,31960.0
WO-002899,2025-12-15,2025-12,2025-W51,Afternoon,M01,P01,318,340,335,5,430.0,386.51,62.0,68.21,352.3,7.17,14960.0,51.08,12.0,21050.75,31490.0
WO-002900,2025-12-15,2025-12,2025-W51,Morning,M02,P02,279,276,271,5,430.0,378.8,74.0,82.35,268.86,7.17,16284.0,38.99,34.4,22741.05,34146.0
WO-002901,2025-12-15,2025-12,2025-W51,Afternoon,M02,P05,399,371,360,11,430.0,361.78,52.0,58.51,250.35,7.17,17808.0,36.3,60.05,24799.01,36720.0
WO-002902,2025-12-15,2025-12,2025-W51,Morning,M03,P01,328,345,342,3,430.0,376.64,62.0,65.5,390.65,7.17,15180.0,56.64,61.74,21406.05,32148.0
WO-002903,2025-12-15,2025-12,2025-W51,Afternoon,M03,P03,529,564,554,10,430.0,390.45,38.0,41.54,407.94,7.17,14664.0,59.15,28.28,20697.09,31024.0
WO-002904,2025-12-15,2025-12,2025-W51,Morning,M04,P03,517,436,424,12,430.0,314.03,38.0,43.21,250.13,7.17,11336.0,36.27,134.88,16236.82,23744.0
WO-002905,2025-12-15,2025-12,2025-W51,Afternoon,M04,P04,224,180,175,5,430.0,327.53,95.0,109.18,262.11,7.17,17820.0,38.01,83.71,24829.38,36750.0
WO-002906,2025-12-15,2025-12,2025-W51,Morning,M05,P05,377,388,380,8,430.0,374.29,52.0,57.88,208.93,7.17,18624.0,30.3,19.17,25857.13,38760.0
WO-002907,2025-12-15,2025-12,2025-W51,Afternoon,M05,P04,211,207,203,4,430.0,381.45,95.0,110.56,218.82,7.17,20493.0,31.73,24.47,28381.87,42630.0
WO-002908,2025-12-15,2025-12,2025-W51,Morning,M06,P01,351,337,332,5,430.0,392.13,62.0,69.82,239.6,7.17,14828.0,34.74,24.84,20867.25,31208.0
WO-002909,2025-12-15,2025-12,2025-W51,Afternoon,M06,P05,384,421,413,8,430.0,404.95,52.0,57.71,243.51,7.17,20208.0,35.31,80.71,28068.68,42126.0
WO-002910,2025-12-16,2025-12,2025-W51,Morning,M01,P03,531,605,599,6,430.0,406.09,38.0,40.27,366.64,7.17,15730.0,53.16,13.14,22131.47,33544.0
WO-002911,2025-12-16,2025-12,2025-W51,Afternoon,M01,P01,316,332,328,4,430.0,374.13,62.0,67.61,323.08,7.17,14608.0,46.85,12.0,20566.51,30832.0
WO-002912,2025-12-16,2025-12,2025-W51,Morning,M02,P05,391,390,382,8,430.0,371.38,52.0,57.14,248.79,7.17,18720.0,36.07,53.13,26026.87,38964.0
WO-002913,2025-12-16,2025-12,2025-W51,Afternoon,M02,P01,330,307,301,6,430.0,359.1,62.0,70.18,255.26,7.17,13508.0,37.01,54.05,19098.73,28294.0
WO-002914,2025-12-16,2025-12,2025-W51,Morning,M03,P05,387,445,433,12,430.0,409.68,52.0,55.24,439.13,7.17,21360.0,63.67,101.72,29678.07,44166.0
WO-002915,2025-12-16,2025-12,2025-W51,Afternoon,M03,P01,332,341,337,4,430.0,383.8,62.0,67.53,400.04,7.17,15004.0,58.01,19.53,21125.2,31678.0
WO-002916,2025-12-16,2025-12,2025-W51,Morning,M04,P04,223,170,165,5,430.0,311.08,95.0,109.79,240.78,7.17,16830.0,34.91,81.7,23484.28,34650.0
WO-002917,2025-12-16,2025-12,2025-W51,Afternoon,M04,P04,219,188,183,5,430.0,334.71,95.0,106.82,277.4,7.17,18612.0,40.22,82.06,25901.95,38430.0
WO-002918,2025-12-16,2025-12,2025-W51,Morning,M05,P06,162,166,160,6,430.0,376.83,125.0,136.2,207.33,7.17,23074.0,30.06,38.15,32195.88,47680.0
WO-002919,2025-12-16,2025-12,2025-W51,Afternoon,M05,P06,160,160,153,7,430.0,371.2,125.0,139.2,213.78,7.17,22240.0,31.0,39.97,31058.63,45594.0
