event_id,order_id,date,shift,machine_id,category,reason,duration_min,planned
DT-0007528,WO-003169,2026-01-15,Afternoon,M01,Changeover,Tooling change,22.28,0
DT-0007529,WO-003169,2026-01-15,Afternoon,M01,Process,Parameter adjustment,9.59,0
DT-0007530,WO-003169,2026-01-15,Afternoon,M01,Microstop,Material jam,25.93,0
DT-0007531,WO-003170,2026-01-15,Morning,M02,Microstop,Vision retry,21.4,0
DT-0007532,WO-003170,2026-01-15,Morning,M02,Microstop,Vision retry,29.69,0
DT-0007533,WO-003171,2026-01-15,Afternoon,M02,Process,Parameter adjustment,27.4,0
DT-0007534,WO-003171,2026-01-15,Afternoon,M02,Material,Material shortage,13.45,0
DT-0007535,WO-003172,2026-01-15,Morning,M03,Breakdown,Mechanical fault,14.12,0
DT-0007536,WO-003172,2026-01-15,Morning,M03,Breakdown,Mechanical fault,18.44,0
DT-0007537,WO-003173,2026-01-15,Afternoon,M03,Microstop,Material jam,16.56,0
DT-0007538,WO-003173,2026-01-15,Afternoon,M03,Planned,Calibration,24.84,1
DT-0007539,WO-003174,2026-01-15,Morning,M04,Breakdown,Wire feeder fault,85.0,0
DT-0007540,WO-003174,2026-01-15,Morning,M04,Microstop,Torch cleaning,15.12,0
DT-0007541,WO-003175,2026-01-15,Afternoon,M04,Changeover,Planned changeover,20.84,1
DT-0007542,WO-003175,2026-01-15,Afternoon,M04,Changeover,Fixture setup,97.75,0
DT-0007543,WO-003176,2026-01-15,Morning,M05,Planned,Calibration,22.73,1
DT-0007544,WO-003176,2026-01-15,Morning,M05,Microstop,Vision retry,7.96,0
DT-0007545,WO-003176,2026-01-15,Morning,M05,Material,Material shortage,15.31,0
DT-0007546,WO-003176,2026-01-15,Morning,M05,Microstop,Material jam,6.99,0
DT-0007547,WO-003177,2026-01-15,Morning,M06,Microstop,Vision retry,14.93,0
DT-0007548,WO-003177,2026-01-15,Morning,M06,Breakdown,Sensor fault,5.79,0
DT-0007549,WO-003178,2026-01-16,Morning,M01,Microstop,Vision retry,8.6,0
DT-0007550,WO-003178,2026-01-16,Morning,M01,Process,Parameter adjustment,3.41,0
DT-0007551,WO-003178,2026-01-16,Morning,M01,Planned,Preventive maintenance,28.02,1
DT-0007552,WO-003179,2026-01-16,Afternoon,M01,Microstop,Vision retry,46.14,0
DT-0007553,WO-003180,2026-01-16,Morning,M02,Microstop,Vision retry,1.19,0
DT-0007554,WO-003180,2026-01-16,Morning,M02,Breakdown,Sensor fault,8.76,0
DT-0007555,WO-003180,2026-01-16,Morning,M02,Breakdown,Mechanical fault,32.42,0
DT-0007556,WO-003181,2026-01-16,Afternoon,M02,Planned,Preventive maintenance,0.99,1
DT-0007557,WO-003181,2026-01-16,Afternoon,M02,Changeover,Tooling change,22.1,0
DT-0007558,WO-003181,2026-01-16,Afternoon,M02,Microstop,Material jam,42.02,0
DT-0007559,WO-003182,2026-01-16,Morning,M03,Planned,Calibration,0.97,1
DT-0007560,WO-003182,2026-01-16,Morning,M03,Changeover,Tooling change,20.48,0
DT-0007561,WO-003182,2026-01-16,Morning,M03,Breakdown,Sensor fault,6.5,0
DT-0007562,WO-003183,2026-01-16,Morning,M04,Breakdown,Wire feeder fault,35.22,0
DT-0007563,WO-003183,2026-01-16,Morning,M04,Process,Parameter adjustment,20.28,0
DT-0007564,WO-003183,2026-01-16,Morning,M04,Process,Parameter adjustment,45.09,0
DT-0007565,WO-003184,2026-01-16,Afternoon,M04,Process,Parameter adjustment,108.13,0
DT-0007566,WO-003185,2026-01-16,Morning,M05,Breakdown,Mechanical fault,39.12,0
DT-0007567,WO-003185,2026-01-16,Morning,M05,Microstop,Material jam,12.5,0
DT-0007568,WO-003186,2026-01-16,Afternoon,M05,Material,Material shortage,66.67,0
DT-0007569,WO-003187,2026-01-16,Morning,M06,Changeover,Planned changeover,2.09,1
DT-0007570,WO-003187,2026-01-16,Morning,M06,Planned,Calibration,22.07,1
DT-0007571,WO-003188,2026-01-16,Afternoon,M06,Microstop,Vision retry,13.41,0
DT-0007572,WO-003188,2026-01-16,Afternoon,M06,Microstop,Material jam,6.87,0
DT-0007573,WO-003188,2026-01-16,Afternoon,M06,Material,Material shortage,29.66,0
DT-0007574,WO-003189,2026-01-19,Morning,M01,Changeover,Tooling change,41.43,0
DT-0007575,WO-003189,2026-01-19,Morning,M01,Microstop,Vision retry,0.99,0
DT-0007576,WO-003189,2026-01-19,Morning,M01,Planned,Preventive maintenance,5.68,1
DT-0007577,WO-003190,2026-01-19,Afternoon,M01,Changeover,Tooling change,27.57,0
DT-0007578,WO-003190,2026-01-19,Afternoon,M01,Breakdown,Sensor fault,31.83,0
DT-0007579,WO-003190,2026-01-19,Afternoon,M01,Process,Parameter adjustment,11.5,0
DT-0007580,WO-003191,2026-01-19,Morning,M02,Breakdown,Mechanical fault,25.29,0
DT-0007581,WO-003191,2026-01-19,Morning,M02,Breakdown,Sensor fault,13.95,0
DT-0007582,WO-003192,2026-01-19,Afternoon,M02,Material,Material shortage,11.23,0
DT-0007583,WO-003192,2026-01-19,Afternoon,M02,Changeover,Tooling change,3.46,0
DT-0007584,WO-003192,2026-01-19,Afternoon,M02,Planned,Preventive maintenance,13.73,1
DT-0007585,WO-003192,2026-01-19,Afternoon,M02,Microstop,Vision retry,15.81,0
DT-0007586,WO-003192,2026-01-19,Afternoon,M02,Microstop,Material jam,9.0,0
DT-0007587,WO-003193,2026-01-19,Morning,M03,Breakdown,Sensor fault,24.08,0
DT-0007588,WO-003193,2026-01-19,Morning,M03,Microstop,Material jam,10.43,0
DT-0007589,WO-003193,2026-01-19,Morning,M03,Microstop,Material jam,0.99,0
DT-0007590,WO-003194,2026-01-19,Afternoon,M03,Changeover,Planned changeover,24.06,1
DT-0007591,WO-003194,2026-01-19,Afternoon,M03,Planned,Preventive maintenance,15.41,1
DT-0007592,WO-003194,2026-01-19,Afternoon,M03,Planned,Calibration,1.14,1
DT-0007593,WO-003195,2026-01-19,Morning,M04,Changeover,Fixture setup,68.42,0
DT-0007594,WO-003195,2026-01-19,Morning,M04,Changeover,Fixture setup,4.61,0
DT-0007595,WO-003195,2026-01-19,Morning,M04,Process,Parameter adjustment,32.02,0
DT-0007596,WO-003196,2026-01-19,Afternoon,M04,Planned,Preventive maintenance,25.84,1
DT-0007597,WO-003196,2026-01-19,Afternoon,M04,Planned,Preventive maintenance,22.68,1
DT-0007598,WO-003196,2026-01-19,Afternoon,M04,Microstop,Torch cleaning,17.99,0
DT-0007599,WO-003196,2026-01-19,Afternoon,M04,Process,Weld parameter adjustment,53.81,0
DT-0007600,WO-003196,2026-01-19,Afternoon,M04,Material,Material shortage,9.33,0
DT-0007601,WO-003197,2026-01-19,Morning,M05,Microstop,Vision retry,33.46,0
DT-0007602,WO-003197,2026-01-19,Morning,M05,Breakdown,Mechanical fault,34.6,0
DT-0007603,WO-003198,2026-01-19,Afternoon,M05,Breakdown,Mechanical fault,30.13,0
DT-0007604,WO-003198,2026-01-19,Afternoon,M05,Changeover,Planned changeover,1.0,1
DT-0007605,WO-003198,2026-01-19,Afternoon,M05,Process,Parameter adjustment,11.76,0
DT-0007606,WO-003198,2026-01-19,Afternoon,M05,Planned,Calibration,1.95,1
DT-0007607,WO-003198,2026-01-19,Afternoon,M05,Material,Material shortage,3.49,0
DT-0007608,WO-003199,2026-01-19,Morning,M06,Breakdown,Mechanical fault,8.99,0
DT-0007609,WO-003199,2026-01-19,Morning,M06,Material,Material shortage,6.66,0
DT-0007610,WO-003199,2026-01-19,Morning,M06,Breakdown,Sensor fault,22.16,0
DT-0007611,WO-003200,2026-01-19,Afternoon,M06,Process,Parameter adjustment,27.02,0
DT-0007612,WO-003200,2026-01-19,Afternoon,M06,Breakdown,Sensor fault,13.87,0
DT-0007613,WO-003201,2026-01-20,Morning,M01,Planned,Calibration,4.73,1
DT-0007614,WO-003201,2026-01-20,Morning,M01,Process,Parameter adjustment,32.18,0
DT-0007615,WO-003202,2026-01-20,Afternoon,M01,Breakdown,Sensor fault,55.58,0
DT-0007616,WO-003203,2026-01-20,Morning,M02,Changeover,Tooling change,70.21,0
DT-0007617,WO-003204,2026-01-20,Afternoon,M02,Changeover,Tooling change,3.49,0
DT-0007618,WO-003204,2026-01-20,Afternoon,M02,Breakdown,Sensor fault,5.76,0
DT-0007619,WO-003204,2026-01-20,Afternoon,M02,Breakdown,Sensor fault,9.35,0
DT-0007620,WO-003204,2026-01-20,Afternoon,M02,Microstop,Vision retry,33.2,0
DT-0007621,WO-003204,2026-01-20,Afternoon,M02,Breakdown,Sensor fault,21.02,0
DT-0007622,WO-003205,2026-01-20,Morning,M03,Changeover,Tooling change,8.33,0
DT-0007623,WO-003205,2026-01-20,Morning,M03,Planned,Calibration,6.64,1
DT-0007624,WO-003205,2026-01-20,Morning,M03,Process,Parameter adjustment,16.31,0
DT-0007625,WO-003205,2026-01-20,Morning,M03,Microstop,Material jam,1.99,0
DT-0007626,WO-003205,2026-01-20,Morning,M03,Breakdown,Mechanical fault,12.55,0
DT-0007627,WO-003206,2026-01-20,Afternoon,M03,Breakdown,Sensor fault,3.74,0
DT-0007628,WO-003206,2026-01-20,Afternoon,M03,Breakdown,Mechanical fault,37.95,0
DT-0007629,WO-003207,2026-01-20,Morning,M04,Breakdown,Robot recovery,29.02,0
DT-0007630,WO-003207,2026-01-20,Morning,M04,Breakdown,Sensor fault,27.45,0
DT-0007631,WO-003207,2026-01-20,Morning,M04,Breakdown,Robot recovery,4.89,0
DT-0007632,WO-003207,2026-01-20,Morning,M04,Changeover,Fixture setup,45.52,0
DT-0007633,WO-003208,2026-01-20,Afternoon,M04,Changeover,Fixture setup,112.51,0
DT-0007634,WO-003209,2026-01-20,Morning,M05,Material,Material shortage,46.68,0
DT-0007635,WO-003210,2026-01-20,Afternoon,M05,Changeover,Planned changeover,67.98,1
DT-0007636,WO-003211,2026-01-20,Morning,M06,Process,Parameter adjustment,30.17,0
DT-0007637,WO-003212,2026-01-20,Afternoon,M06,Breakdown,Sensor fault,29.38,0
DT-0007638,WO-003212,2026-01-20,Afternoon,M06,Material,Material shortage,2.98,0
DT-0007639,WO-003212,2026-01-20,Afternoon,M06,Breakdown,Mechanical fault,7.04,0
DT-0007640,WO-003213,2026-01-21,Morning,M01,Changeover,Tooling change,1.42,0
DT-0007641,WO-003213,2026-01-21,Morning,M01,Microstop,Vision retry,3.74,0
DT-0007642,WO-003213,2026-01-21,Morning,M01,Breakdown,Sensor fault,1.76,0
DT-0007643,WO-003213,2026-01-21,Morning,M01,Changeover,Planned changeover,11.42,1
DT-0007644,WO-003214,2026-01-21,Afternoon,M01,Microstop,Vision retry,33.26,0
DT-0007645,WO-003214,2026-01-21,Afternoon,M01,Material,Material shortage,46.77,0
DT-0007646,WO-003215,2026-01-21,Morning,M02,Breakdown,Sensor fault,2.02,0
DT-0007647,WO-003215,2026-01-21,Morning,M02,Process,Parameter adjustment,37.02,0
DT-0007648,WO-003216,2026-01-21,Afternoon,M02,Process,Parameter adjustment,13.75,0
DT-0007649,WO-003216,2026-01-21,Afternoon,M02,Microstop,Vision retry,15.73,0
DT-0007650,WO-003216,2026-01-21,Afternoon,M02,Microstop,Material jam,24.94,0
DT-0007651,WO-003217,2026-01-21,Morning,M03,Changeover,Tooling change,51.37,0
DT-0007652,WO-003218,2026-01-21,Afternoon,M03,Process,Parameter adjustment,13.21,0
DT-0007653,WO-003218,2026-01-21,Afternoon,M03,Material,Material shortage,9.61,0
DT-0007654,WO-003218,2026-01-21,Afternoon,M03,Microstop,Vision retry,22.34,0
DT-0007655,WO-003219,2026-01-21,Morning,M04,Breakdown,Robot recovery,116.27,0
DT-0007656,WO-003220,2026-01-21,Afternoon,M04,Planned,Calibration,23.32,1
DT-0007657,WO-003220,2026-01-21,Afternoon,M04,Microstop,Vision retry,71.03,0
DT-0007658,WO-003221,2026-01-21,Morning,M05,Microstop,Material jam,28.31,0
DT-0007659,WO-003222,2026-01-21,Afternoon,M05,Changeover,Tooling change,10.24,0
DT-0007660,WO-003222,2026-01-21,Afternoon,M05,Breakdown,Sensor fault,49.85,0
DT-0007661,WO-003223,2026-01-21,Morning,M06,Changeover,Tooling change,6.31,0
DT-0007662,WO-003223,2026-01-21,Morning,M06,Process,Parameter adjustment,23.55,0
DT-0007663,WO-003224,2026-01-21,Afternoon,M06,Material,Material shortage,52.24,0
DT-0007664,WO-003225,2026-01-22,Morning,M01,Microstop,Vision retry,36.38,0
DT-0007665,WO-003225,2026-01-22,Morning,M01,Microstop,Vision retry,12.25,0
DT-0007666,WO-003226,2026-01-22,Afternoon,M01,Process,Parameter adjustment,12.76,0
DT-0007667,WO-003226,2026-01-22,Afternoon,M01,Changeover,Planned changeover,36.14,1
DT-0007668,WO-003227,2026-01-22,Morning,M02,Material,Material shortage,57.9,0
DT-0007669,WO-003228,2026-01-22,Afternoon,M02,Changeover,Tooling change,4.35,0
DT-0007670,WO-003228,2026-01-22,Afternoon,M02,Microstop,Vision retry,3.17,0
DT-0007671,WO-003228,2026-01-22,Afternoon,M02,Material,Material shortage,39.88,0
DT-0007672,WO-003229,2026-01-22,Morning,M03,Changeover,Tooling change,47.65,0
DT-0007673,WO-003229,2026-01-22,Morning,M03,Changeover,Tooling change,0.99,0
DT-0007674,WO-003230,2026-01-22,Afternoon,M03,Changeover,Tooling change,11.25,0
DT-0007675,WO-003230,2026-01-22,Afternoon,M03,Changeover,Tooling change,21.93,0
DT-0007676,WO-003230,2026-01-22,Afternoon,M03,Microstop,Material jam,18.38,0
DT-0007677,WO-003231,2026-01-22,Morning,M04,Changeover,Fixture setup,13.72,0
DT-0007678,WO-003231,2026-01-22,Morning,M04,Changeover,Planned changeover,4.12,1
DT-0007679,WO-003231,2026-01-22,Morning,M04,Material,Material shortage,26.48,0
DT-0007680,WO-003231,2026-01-22,Morning,M04,Changeover,Fixture setup,75.45,0
DT-0007681,WO-003232,2026-01-22,Afternoon,M04,Microstop,Torch cleaning,100.52,0
DT-0007682,WO-003233,2026-01-22,Morning,M05,Microstop,Material jam,53.8,0
DT-0007683,WO-003234,2026-01-22,Afternoon,M05,Process,Parameter adjustment,15.11,0
DT-0007684,WO-003234,2026-01-22,Afternoon,M05,Microstop,Vision retry,30.56,0
DT-0007685,WO-003235,2026-01-22,Morning,M06,Breakdown,Mechanical fault,45.28,0
DT-0007686,WO-003236,2026-01-22,Afternoon,M06,Breakdown,Sensor fault,6.6,0
DT-0007687,WO-003236,2026-01-22,Afternoon,M06,Microstop,Material jam,10.17,0
DT-0007688,WO-003236,2026-01-22,Afternoon,M06,Material,Material shortage,31.07,0
DT-0007689,WO-003237,2026-01-23,Morning,M01,Changeover,Tooling change,31.42,0
DT-0007690,WO-003238,2026-01-23,Afternoon,M01,Microstop,Material jam,17.78,0
DT-0007691,WO-003238,2026-01-23,Afternoon,M01,Breakdown,Mechanical fault,37.37,0
DT-0007692,WO-003238,2026-01-23,Afternoon,M01,Microstop,Vision retry,1.13,0
DT-0007693,WO-003239,2026-01-23,Morning,M02,Microstop,Material jam,33.91,0
DT-0007694,WO-003239,2026-01-23,Morning,M02,Changeover,Tooling change,12.77,0
DT-0007695,WO-003240,2026-01-23,Afternoon,M02,Process,Parameter adjustment,18.44,0
DT-0007696,WO-003240,2026-01-23,Afternoon,M02,Changeover,Tooling change,30.98,0
DT-0007697,WO-003240,2026-01-23,Afternoon,M02,Changeover,Tooling change,18.05,0
DT-0007698,WO-003241,2026-01-23,Morning,M03,Process,Parameter adjustment,6.1,0
DT-0007699,WO-003241,2026-01-23,Morning,M03,Changeover,Planned changeover,23.37,1
DT-0007700,WO-003241,2026-01-23,Morning,M03,Breakdown,Sensor fault,7.35,0
DT-0007701,WO-003241,2026-01-23,Morning,M03,Planned,Preventive maintenance,7.43,1
DT-0007702,WO-003242,2026-01-23,Afternoon,M03,Changeover,Tooling change,43.08,0
DT-0007703,WO-003243,2026-01-23,Morning,M04,Planned,Preventive maintenance,3.58,1
DT-0007704,WO-003243,2026-01-23,Morning,M04,Changeover,Fixture setup,18.13,0
DT-0007705,WO-003243,2026-01-23,Morning,M04,Microstop,Material jam,58.26,0
DT-0007706,WO-003243,2026-01-23,Morning,M04,Microstop,Torch cleaning,10.82,0
DT-0007707,WO-003243,2026-01-23,Morning,M04,Breakdown,Robot recovery,26.24,0
DT-0007708,WO-003244,2026-01-23,Afternoon,M04,Breakdown,Sensor fault,83.83,0
DT-0007709,WO-003244,2026-01-23,Afternoon,M04,Changeover,Fixture setup,29.54,0
DT-0007710,WO-003245,2026-01-23,Morning,M05,Changeover,Tooling change,22.69,0
DT-0007711,WO-003245,2026-01-23,Morning,M05,Changeover,Tooling change,17.1,0
DT-0007712,WO-003245,2026-01-23,Morning,M05,Changeover,Planned changeover,22.64,1
DT-0007713,WO-003246,2026-01-23,Afternoon,M05,Changeover,Planned changeover,8.42,1
DT-0007714,WO-003246,2026-01-23,Afternoon,M05,Changeover,Tooling change,33.67,0
DT-0007715,WO-003246,2026-01-23,Afternoon,M05,Changeover,Planned changeover,15.22,1
DT-0007716,WO-003247,2026-01-23,Morning,M06,Breakdown,Mechanical fault,27.63,0
DT-0007717,WO-003247,2026-01-23,Morning,M06,Microstop,Vision retry,1.91,0
DT-0007718,WO-003248,2026-01-23,Afternoon,M06,Microstop,Material jam,3.88,0
DT-0007719,WO-003248,2026-01-23,Afternoon,M06,Material,Material shortage,10.79,0
DT-0007720,WO-003248,2026-01-23,Afternoon,M06,Planned,Calibration,13.38,1
DT-0007721,WO-003248,2026-01-23,Afternoon,M06,Material,Material shortage,15.57,0
DT-0007722,WO-003248,2026-01-23,Afternoon,M06,Microstop,Vision retry,3.59,0
DT-0007723,WO-003249,2026-01-26,Morning,M01,Process,Parameter adjustment,9.7,0
DT-0007724,WO-003249,2026-01-26,Morning,M01,Material,Material shortage,10.13,0
DT-0007725,WO-003249,2026-01-26,Morning,M01,Process,Parameter adjustment,13.46,0
DT-0007726,WO-003250,2026-01-26,Afternoon,M01,Material,Material shortage,44.77,0
DT-0007727,WO-003251,2026-01-26,Morning,M02,Changeover,Tooling change,2.11,0
DT-0007728,WO-003251,2026-01-26,Morning,M02,Material,Material shortage,8.01,0
DT-0007729,WO-003251,2026-01-26,Morning,M02,Material,Material shortage,7.52,0
DT-0007730,WO-003251,2026-01-26,Morning,M02,Microstop,Vision retry,6.45,0
DT-0007731,WO-003251,2026-01-26,Morning,M02,Process,Parameter adjustment,7.05,0
DT-0007732,WO-003252,2026-01-26,Afternoon,M02,Changeover,Planned changeover,9.65,1
DT-0007733,WO-003252,2026-01-26,Afternoon,M02,Changeover,Tooling change,57.64,0
DT-0007734,WO-003253,2026-01-26,Morning,M03,Material,Material shortage,65.18,0
DT-0007735,WO-003254,2026-01-26,Afternoon,M03,Process,Parameter adjustment,14.6,0
DT-0007736,WO-003254,2026-01-26,Afternoon,M03,Breakdown,Sensor fault,0.99,0
DT-0007737,WO-003254,2026-01-26,Afternoon,M03,Material,Material shortage,44.24,0
DT-0007738,WO-003255,2026-01-26,Morning,M04,Changeover,Fixture setup,77.02,0
DT-0007739,WO-003256,2026-01-26,Afternoon,M04,Breakdown,Robot recovery,6.44,0
DT-0007740,WO-003256,2026-01-26,Afternoon,M04,Process,Weld parameter adjustment,8.83,0
DT-0007741,WO-003256,2026-01-26,Afternoon,M04,Changeover,Fixture setup,87.7,0
DT-0007742,WO-003257,2026-01-26,Morning,M05,Breakdown,Sensor fault,38.72,0
DT-0007743,WO-003257,2026-01-26,Morning,M05,Process,Parameter adjustment,12.11,0
DT-0007744,WO-003258,2026-01-26,Afternoon,M05,Breakdown,Mechanical fault,13.86,0
DT-0007745,WO-003258,2026-01-26,Afternoon,M05,Changeover,Tooling change,34.89,0
DT-0007746,WO-003259,2026-01-26,Morning,M06,Microstop,Vision retry,12.9,0
DT-0007747,WO-003260,2026-01-26,Afternoon,M06,Changeover,Tooling change,44.73,0
DT-0007748,WO-003260,2026-01-26,Afternoon,M06,Planned,Preventive maintenance,4.24,1
DT-0007749,WO-003261,2026-01-27,Morning,M01,Breakdown,Mechanical fault,2.3,0
DT-0007750,WO-003261,2026-01-27,Morning,M01,Changeover,Tooling change,19.43,0
DT-0007751,WO-003261,2026-01-27,Morning,M01,Process,Parameter adjustment,15.52,0
DT-0007752,WO-003261,2026-01-27,Morning,M01,Changeover,Tooling change,12.55,0
DT-0007753,WO-003262,2026-01-27,Morning,M02,Changeover,Tooling change,67.61,0
DT-0007754,WO-003263,2026-01-27,Afternoon,M02,Changeover,Tooling change,63.1,0
DT-0007755,WO-003264,2026-01-27,Morning,M03,Planned,Preventive maintenance,1.08,1
DT-0007756,WO-003264,2026-01-27,Morning,M03,Material,Material shortage,9.47,0
DT-0007757,WO-003264,2026-01-27,Morning,M03,Microstop,Vision retry,16.82,0
DT-0007758,WO-003264,2026-01-27,Morning,M03,Changeover,Planned changeover,5.53,1
DT-0007759,WO-003265,2026-01-27,Afternoon,M03,Material,Material shortage,7.61,0
DT-0007760,WO-003265,2026-01-27,Afternoon,M03,Planned,Preventive maintenance,50.09,1
DT-0007761,WO-003266,2026-01-27,Morning,M04,Changeover,Fixture setup,107.8,0
DT-0007762,WO-003267,2026-01-27,Afternoon,M04,Breakdown,Robot recovery,69.13,0
DT-0007763,WO-003267,2026-01-27,Afternoon,M04,Breakdown,Mechanical fault,7.79,0
DT-0007764,WO-003267,2026-01-27,Afternoon,M04,Changeover,Fixture setup,35.82,0
DT-0007765,WO-003268,2026-01-27,Morning,M05,Microstop,Material jam,36.46,0
DT-0007766,WO-003268,2026-01-27,Morning,M05,Changeover,Tooling change,5.24,0
DT-0007767,WO-003269,2026-01-27,Afternoon,M05,Microstop,Material jam,71.08,0
DT-0007768,WO-003270,2026-01-27,Morning,M06,Changeover,Planned changeover,25.76,1
DT-0007769,WO-003271,2026-01-27,Afternoon,M06,Process,Parameter adjustment,0.98,0
DT-0007770,WO-003271,2026-01-27,Afternoon,M06,Material,Material shortage,29.55,0
DT-0007771,WO-003271,2026-01-27,Afternoon,M06,Changeover,Tooling change,7.88,0
DT-0007772,WO-003272,2026-01-28,Morning,M01,Breakdown,Sensor fault,36.91,0
DT-0007773,WO-003273,2026-01-28,Afternoon,M01,Material,Material shortage,20.63,0
DT-0007774,WO-003273,2026-01-28,Afternoon,M01,Microstop,Material jam,39.33,0
DT-0007775,WO-003274,2026-01-28,Morning,M02,Microstop,Vision retry,14.07,0
DT-0007776,WO-003274,2026-01-28,Morning,M02,Breakdown,Sensor fault,22.19,0
DT-0007777,WO-003274,2026-01-28,Morning,M02,Breakdown,Mechanical fault,6.97,0
DT-0007778,WO-003275,2026-01-28,Afternoon,M02,Planned,Preventive maintenance,71.24,1
DT-0007779,WO-003276,2026-01-28,Morning,M03,Changeover,Tooling change,3.53,0
DT-0007780,WO-003276,2026-01-28,Morning,M03,Breakdown,Sensor fault,11.65,0
DT-0007781,WO-003276,2026-01-28,Morning,M03,Material,Material shortage,15.44,0
DT-0007782,WO-003276,2026-01-28,Morning,M03,Process,Parameter adjustment,3.42,0
DT-0007783,WO-003277,2026-01-28,Afternoon,M03,Planned,Preventive maintenance,44.07,1
DT-0007784,WO-003278,2026-01-28,Morning,M04,Changeover,Fixture setup,29.12,0
DT-0007785,WO-003278,2026-01-28,Morning,M04,Microstop,Torch cleaning,58.24,0
DT-0007786,WO-003278,2026-01-28,Morning,M04,Changeover,Fixture setup,12.07,0
DT-0007787,WO-003279,2026-01-28,Afternoon,M04,Material,Material shortage,90.2,0
DT-0007788,WO-003279,2026-01-28,Afternoon,M04,Changeover,Fixture setup,38.31,0
DT-0007789,WO-003280,2026-01-28,Morning,M05,Planned,Preventive maintenance,21.46,1
DT-0007790,WO-003280,2026-01-28,Morning,M05,Material,Material shortage,13.04,0
DT-0007791,WO-003280,2026-01-28,Morning,M05,Microstop,Material jam,15.84,0
DT-0007792,WO-003280,2026-01-28,Morning,M05,Breakdown,Mechanical fault,5.4,0
DT-0007793,WO-003281,2026-01-28,Afternoon,M05,Microstop,Material jam,1.98,0
DT-0007794,WO-003281,2026-01-28,Afternoon,M05,Material,Material shortage,47.69,0
DT-0007795,WO-003282,2026-01-28,Morning,M06,Microstop,Material jam,35.91,0
DT-0007796,WO-003283,2026-01-28,Afternoon,M06,Process,Parameter adjustment,3.34,0
DT-0007797,WO-003283,2026-01-28,Afternoon,M06,Breakdown,Sensor fault,16.27,0
DT-0007798,WO-003284,2026-01-29,Morning,M01,Process,Parameter adjustment,2.63,0
DT-0007799,WO-003284,2026-01-29,Morning,M01,Material,Material shortage,36.96,0
DT-0007800,WO-003285,2026-01-29,Afternoon,M01,Material,Material shortage,7.33,0
DT-0007801,WO-003285,2026-01-29,Afternoon,M01,Microstop,Vision retry,5.54,0
DT-0007802,WO-003285,2026-01-29,Afternoon,M01,Breakdown,Sensor fault,4.49,0
DT-0007803,WO-003285,2026-01-29,Afternoon,M01,Microstop,Vision retry,17.01,0
DT-0007804,WO-003285,2026-01-29,Afternoon,M01,Planned,Preventive maintenance,3.88,1
DT-0007805,WO-003286,2026-01-29,Morning,M02,Microstop,Material jam,2.01,0
DT-0007806,WO-003286,2026-01-29,Morning,M02,Changeover,Tooling change,8.63,0
DT-0007807,WO-003286,2026-01-29,Morning,M02,Process,Parameter adjustment,10.29,0
DT-0007808,WO-003286,2026-01-29,Morning,M02,Material,Material shortage,30.53,0
DT-0007809,WO-003287,2026-01-29,Afternoon,M02,Changeover,Tooling change,48.24,0
DT-0007810,WO-003288,2026-01-29,Morning,M03,Planned,Calibration,12.49,1
DT-0007811,WO-003288,2026-01-29,Morning,M03,Material,Material shortage,42.15,0
DT-0007812,WO-003289,2026-01-29,Afternoon,M03,Breakdown,Sensor fault,12.55,0
DT-0007813,WO-003289,2026-01-29,Afternoon,M03,Changeover,Tooling change,13.17,0
DT-0007814,WO-003289,2026-01-29,Afternoon,M03,Breakdown,Mechanical fault,11.0,0
DT-0007815,WO-003289,2026-01-29,Afternoon,M03,Microstop,Vision retry,7.38,0
DT-0007816,WO-003290,2026-01-29,Morning,M04,Changeover,Fixture setup,117.58,0
DT-0007817,WO-003291,2026-01-29,Afternoon,M04,Breakdown,Sensor fault,81.49,0
DT-0007818,WO-003291,2026-01-29,Afternoon,M04,Breakdown,Robot recovery,43.2,0
DT-0007819,WO-003292,2026-01-29,Morning,M05,Planned,Calibration,19.33,1
DT-0007820,WO-003292,2026-01-29,Morning,M05,Microstop,Vision retry,7.43,0
DT-0007821,WO-003292,2026-01-29,Morning,M05,Microstop,Material jam,29.62,0
DT-0007822,WO-003293,2026-01-29,Afternoon,M05,Planned,Preventive maintenance,46.45,1
DT-0007823,WO-003293,2026-01-29,Afternoon,M05,Breakdown,Sensor fault,12.0,0
DT-0007824,WO-003294,2026-01-29,Morning,M06,Material,Material shortage,3.29,0
DT-0007825,WO-003294,2026-01-29,Morning,M06,Process,Parameter adjustment,6.06,0
DT-0007826,WO-003294,2026-01-29,Morning,M06,Microstop,Material jam,6.13,0
DT-0007827,WO-003294,2026-01-29,Morning,M06,Changeover,Planned changeover,10.1,1
DT-0007828,WO-003294,2026-01-29,Morning,M06,Material,Material shortage,2.52,0
DT-0007829,WO-003295,2026-01-29,Afternoon,M06,Process,Parameter adjustment,52.28,0
DT-0007830,WO-003295,2026-01-29,Afternoon,M06,Material,Material shortage,6.47,0
DT-0007831,WO-003296,2026-01-30,Morning,M01,Planned,Preventive maintenance,15.79,1
DT-0007832,WO-003296,2026-01-30,Morning,M01,Breakdown,Sensor fault,3.32,0
DT-0007833,WO-003296,2026-01-30,Morning,M01,Microstop,Material jam,13.55,0
DT-0007834,WO-003296,2026-01-30,Morning,M01,Microstop,Material jam,3.4,0
