check_id,order_id,date,machine_id,product_id,defect_type,defect_count,result
QC-0009021,WO-003007,2025-12-26,M02,P02,Dimensional,0,PASS
QC-0009022,WO-003008,2025-12-26,M02,P02,Cosmetic,6,FAIL
QC-0009023,WO-003008,2025-12-26,M02,P02,Dimensional,1,FAIL
QC-0009024,WO-003008,2025-12-26,M02,P02,Weld porosity,0,PASS
QC-0009025,WO-003009,2025-12-26,M03,P05,Material defect,4,FAIL
QC-0009026,WO-003009,2025-12-26,M03,P05,Surface finish,2,FAIL
QC-0009027,WO-003009,2025-12-26,M03,P05,Weld porosity,1,FAIL
QC-0009028,WO-003010,2025-12-26,M03,P03,Assembly mismatch,7,FAIL
QC-0009029,WO-003010,2025-12-26,M03,P03,Dimensional,3,FAIL
QC-0009030,WO-003010,2025-12-26,M03,P03,Material defect,1,FAIL
QC-0009031,WO-003011,2025-12-26,M04,P04,Weld porosity,2,FAIL
QC-0009032,WO-003011,2025-12-26,M04,P04,Material defect,2,FAIL
QC-0009033,WO-003011,2025-12-26,M04,P04,Surface finish,0,PASS
QC-0009034,WO-003012,2025-12-26,M04,P03,Dimensional,6,FAIL
QC-0009035,WO-003012,2025-12-26,M04,P03,Cosmetic,2,FAIL
QC-0009036,WO-003012,2025-12-26,M04,P03,Weld porosity,2,FAIL
QC-0009037,WO-003013,2025-12-26,M05,P06,Dimensional,5,FAIL
QC-0009038,WO-003013,2025-12-26,M05,P06,Material defect,1,FAIL
QC-0009039,WO-003013,2025-12-26,M05,P06,Cosmetic,0,PASS
QC-0009040,WO-003014,2025-12-26,M05,P05,Surface finish,9,FAIL
QC-0009041,WO-003014,2025-12-26,M05,P05,Cosmetic,1,FAIL
QC-0009042,WO-003014,2025-12-26,M05,P05,Assembly mismatch,1,FAIL
QC-0009043,WO-003015,2025-12-26,M06,P04,Assembly mismatch,3,FAIL
QC-0009044,WO-003015,2025-12-26,M06,P04,Dimensional,0,PASS
QC-0009045,WO-003015,2025-12-26,M06,P04,Surface finish,1,FAIL
QC-0009046,WO-003016,2025-12-26,M06,P04,Assembly mismatch,4,FAIL
QC-0009047,WO-003016,2025-12-26,M06,P04,Dimensional,0,PASS
QC-0009048,WO-003016,2025-12-26,M06,P04,Weld porosity,1,FAIL
QC-0009049,WO-003017,2025-12-29,M01,P02,Dimensional,6,FAIL
QC-0009050,WO-003017,2025-12-29,M01,P02,Weld porosity,1,FAIL
QC-0009051,WO-003017,2025-12-29,M01,P02,Cosmetic,1,FAIL
QC-0009052,WO-003018,2025-12-29,M01,P01,Weld porosity,6,FAIL
QC-0009053,WO-003018,2025-12-29,M01,P01,Surface finish,0,PASS
QC-0009054,WO-003018,2025-12-29,M01,P01,Dimensional,0,PASS
QC-0009055,WO-003019,2025-12-29,M02,P05,Cosmetic,6,FAIL
QC-0009056,WO-003019,2025-12-29,M02,P05,Assembly mismatch,2,FAIL
QC-0009057,WO-003019,2025-12-29,M02,P05,Weld porosity,2,FAIL
QC-0009058,WO-003020,2025-12-29,M02,P02,Cosmetic,3,FAIL
QC-0009059,WO-003020,2025-12-29,M02,P02,Assembly mismatch,2,FAIL
QC-0009060,WO-003020,2025-12-29,M02,P02,Weld porosity,1,FAIL
QC-0009061,WO-003021,2025-12-29,M03,P05,Dimensional,9,FAIL
QC-0009062,WO-003021,2025-12-29,M03,P05,Surface finish,2,FAIL
QC-0009063,WO-003021,2025-12-29,M03,P05,Assembly mismatch,0,PASS
QC-0009064,WO-003022,2025-12-29,M03,P03,Cosmetic,4,FAIL
QC-0009065,WO-003022,2025-12-29,M03,P03,Weld porosity,0,PASS
QC-0009066,WO-003022,2025-12-29,M03,P03,Assembly mismatch,4,FAIL
QC-0009067,WO-003023,2025-12-29,M04,P06,Weld porosity,4,FAIL
QC-0009068,WO-003023,2025-12-29,M04,P06,Surface finish,1,FAIL
QC-0009069,WO-003023,2025-12-29,M04,P06,Cosmetic,2,FAIL
QC-0009070,WO-003024,2025-12-29,M04,P06,Cosmetic,3,FAIL
QC-0009071,WO-003024,2025-12-29,M04,P06,Weld porosity,2,FAIL
QC-0009072,WO-003024,2025-12-29,M04,P06,Assembly mismatch,1,FAIL
QC-0009073,WO-003025,2025-12-29,M05,P04,Surface finish,4,FAIL
QC-0009074,WO-003025,2025-12-29,M05,P04,Dimensional,1,FAIL
QC-0009075,WO-003025,2025-12-29,M05,P04,Cosmetic,0,PASS
QC-0009076,WO-003026,2025-12-29,M05,P01,Assembly mismatch,5,FAIL
QC-0009077,WO-003026,2025-12-29,M05,P01,Surface finish,2,FAIL
QC-0009078,WO-003026,2025-12-29,M05,P01,Cosmetic,1,FAIL
QC-0009079,WO-003027,2025-12-29,M06,P06,Assembly mismatch,5,FAIL
QC-0009080,WO-003027,2025-12-29,M06,P06,Surface finish,1,FAIL
QC-0009081,WO-003027,2025-12-29,M06,P06,Weld porosity,0,PASS
QC-0009082,WO-003028,2025-12-29,M06,P01,Weld porosity,4,FAIL
QC-0009083,WO-003028,2025-12-29,M06,P01,Dimensional,3,FAIL
QC-0009084,WO-003028,2025-12-29,M06,P01,Surface finish,0,PASS
QC-0009085,WO-003029,2025-12-30,M01,P02,Surface finish,6,FAIL
QC-0009086,WO-003029,2025-12-30,M01,P02,Cosmetic,1,FAIL
QC-0009087,WO-003029,2025-12-30,M01,P02,Material defect,1,FAIL
QC-0009088,WO-003030,2025-12-30,M01,P02,Surface finish,5,FAIL
QC-0009089,WO-003030,2025-12-30,M01,P02,Cosmetic,0,PASS
QC-0009090,WO-003030,2025-12-30,M01,P02,Assembly mismatch,1,FAIL
QC-0009091,WO-003031,2025-12-30,M02,P01,Surface finish,1,FAIL
QC-0009092,WO-003031,2025-12-30,M02,P01,Weld porosity,1,FAIL
QC-0009093,WO-003031,2025-12-30,M02,P01,Dimensional,0,PASS
QC-0009094,WO-003032,2025-12-30,M02,P05,Cosmetic,7,FAIL
QC-0009095,WO-003032,2025-12-30,M02,P05,Dimensional,3,FAIL
QC-0009096,WO-003032,2025-12-30,M02,P05,Material defect,2,FAIL
QC-0009097,WO-003033,2025-12-30,M03,P05,Cosmetic,4,FAIL
QC-0009098,WO-003033,2025-12-30,M03,P05,Dimensional,3,FAIL
QC-0009099,WO-003033,2025-12-30,M03,P05,Assembly mismatch,2,FAIL
QC-0009100,WO-003034,2025-12-30,M03,P01,Dimensional,3,FAIL
QC-0009101,WO-003034,2025-12-30,M03,P01,Cosmetic,2,FAIL
QC-0009102,WO-003034,2025-12-30,M03,P01,Surface finish,1,FAIL
QC-0009103,WO-003035,2025-12-30,M04,P06,Weld porosity,5,FAIL
QC-0009104,WO-003035,2025-12-30,M04,P06,Assembly mismatch,2,FAIL
QC-0009105,WO-003035,2025-12-30,M04,P06,Dimensional,0,PASS
QC-0009106,WO-003036,2025-12-30,M04,P04,Assembly mismatch,3,FAIL
QC-0009107,WO-003036,2025-12-30,M04,P04,Cosmetic,1,FAIL
QC-0009108,WO-003036,2025-12-30,M04,P04,Weld porosity,1,FAIL
QC-0009109,WO-003037,2025-12-30,M05,P06,Assembly mismatch,2,FAIL
QC-0009110,WO-003037,2025-12-30,M05,P06,Weld porosity,3,FAIL
QC-0009111,WO-003037,2025-12-30,M05,P06,Material defect,1,FAIL
QC-0009112,WO-003038,2025-12-30,M05,P05,Material defect,3,FAIL
QC-0009113,WO-003038,2025-12-30,M05,P05,Dimensional,3,FAIL
QC-0009114,WO-003038,2025-12-30,M05,P05,Surface finish,2,FAIL
QC-0009115,WO-003039,2025-12-30,M06,P06,Weld porosity,3,FAIL
QC-0009116,WO-003039,2025-12-30,M06,P06,Material defect,2,FAIL
QC-0009117,WO-003039,2025-12-30,M06,P06,Dimensional,1,FAIL
QC-0009118,WO-003040,2025-12-30,M06,P04,Dimensional,1,FAIL
QC-0009119,WO-003040,2025-12-30,M06,P04,Material defect,3,FAIL
QC-0009120,WO-003040,2025-12-30,M06,P04,Surface finish,1,FAIL
QC-0009121,WO-003041,2025-12-31,M01,P03,Weld porosity,5,FAIL
QC-0009122,WO-003041,2025-12-31,M01,P03,Surface finish,2,FAIL
QC-0009123,WO-003041,2025-12-31,M01,P03,Assembly mismatch,2,FAIL
QC-0009124,WO-003042,2025-12-31,M01,P02,Cosmetic,5,FAIL
QC-0009125,WO-003042,2025-12-31,M01,P02,Surface finish,0,PASS
QC-0009126,WO-003042,2025-12-31,M01,P02,Weld porosity,1,FAIL
QC-0009127,WO-003043,2025-12-31,M02,P05,Weld porosity,6,FAIL
QC-0009128,WO-003043,2025-12-31,M02,P05,Dimensional,1,FAIL
QC-0009129,WO-003043,2025-12-31,M02,P05,Surface finish,3,FAIL
QC-0009130,WO-003044,2025-12-31,M03,P01,Surface finish,4,FAIL
QC-0009131,WO-003044,2025-12-31,M03,P01,Dimensional,2,FAIL
QC-0009132,WO-003044,2025-12-31,M03,P01,Assembly mismatch,0,PASS
QC-0009133,WO-003045,2025-12-31,M03,P05,Cosmetic,4,FAIL
QC-0009134,WO-003045,2025-12-31,M03,P05,Surface finish,2,FAIL
QC-0009135,WO-003045,2025-12-31,M03,P05,Assembly mismatch,3,FAIL
QC-0009136,WO-003046,2025-12-31,M04,P06,Material defect,2,FAIL
QC-0009137,WO-003046,2025-12-31,M04,P06,Weld porosity,3,FAIL
QC-0009138,WO-003046,2025-12-31,M04,P06,Assembly mismatch,1,FAIL
QC-0009139,WO-003047,2025-12-31,M04,P04,Weld porosity,2,FAIL
QC-0009140,WO-003047,2025-12-31,M04,P04,Material defect,0,PASS
QC-0009141,WO-003047,2025-12-31,M04,P04,Cosmetic,3,FAIL
QC-0009142,WO-003048,2025-12-31,M05,P05,Dimensional,4,FAIL
QC-0009143,WO-003048,2025-12-31,M05,P05,Surface finish,5,FAIL
QC-0009144,WO-003048,2025-12-31,M05,P05,Assembly mismatch,1,FAIL
QC-0009145,WO-003049,2025-12-31,M05,P06,Material defect,2,FAIL
QC-0009146,WO-003049,2025-12-31,M05,P06,Dimensional,4,FAIL
QC-0009147,WO-003049,2025-12-31,M05,P06,Weld porosity,1,FAIL
QC-0009148,WO-003050,2025-12-31,M06,P01,Assembly mismatch,6,FAIL
QC-0009149,WO-003050,2025-12-31,M06,P01,Cosmetic,2,FAIL
QC-0009150,WO-003050,2025-12-31,M06,P01,Dimensional,2,FAIL
QC-0009151,WO-003051,2025-12-31,M06,P01,Weld porosity,5,FAIL
QC-0009152,WO-003051,2025-12-31,M06,P01,Cosmetic,1,FAIL
QC-0009153,WO-003051,2025-12-31,M06,P01,Material defect,1,FAIL
QC-0009154,WO-003052,2026-01-01,M01,P03,Weld porosity,2,FAIL
QC-0009155,WO-003052,2026-01-01,M01,P03,Assembly mismatch,0,PASS
QC-0009156,WO-003052,2026-01-01,M01,P03,Material defect,4,FAIL
QC-0009157,WO-003053,2026-01-01,M01,P01,Material defect,3,FAIL
QC-0009158,WO-003053,2026-01-01,M01,P01,Surface finish,3,FAIL
QC-0009159,WO-003053,2026-01-01,M01,P01,Weld porosity,0,PASS
QC-0009160,WO-003054,2026-01-01,M02,P05,Dimensional,8,FAIL
QC-0009161,WO-003054,2026-01-01,M02,P05,Assembly mismatch,5,FAIL
QC-0009162,WO-003054,2026-01-01,M02,P05,Weld porosity,0,PASS
QC-0009163,WO-003055,2026-01-01,M02,P01,Surface finish,5,FAIL
QC-0009164,WO-003055,2026-01-01,M02,P01,Cosmetic,2,FAIL
QC-0009165,WO-003055,2026-01-01,M02,P01,Weld porosity,1,FAIL
QC-0009166,WO-003056,2026-01-01,M03,P01,Dimensional,2,FAIL
QC-0009167,WO-003056,2026-01-01,M03,P01,Weld porosity,2,FAIL
QC-0009168,WO-003056,2026-01-01,M03,P01,Surface finish,2,FAIL
QC-0009169,WO-003057,2026-01-01,M03,P01,Cosmetic,4,FAIL
QC-0009170,WO-003057,2026-01-01,M03,P01,Dimensional,3,FAIL
QC-0009171,WO-003057,2026-01-01,M03,P01,Assembly mismatch,1,FAIL
QC-0009172,WO-003058,2026-01-01,M04,P04,Weld porosity,2,FAIL
QC-0009173,WO-003058,2026-01-01,M04,P04,Surface finish,3,FAIL
QC-0009174,WO-003058,2026-01-01,M04,P04,Material defect,0,PASS
QC-0009175,WO-003059,2026-01-01,M04,P04,Weld porosity,1,FAIL
QC-0009176,WO-003059,2026-01-01,M04,P04,Surface finish,3,FAIL
QC-0009177,WO-003059,2026-01-01,M04,P04,Cosmetic,0,PASS
QC-0009178,WO-003060,2026-01-01,M05,P05,Cosmetic,8,FAIL
QC-0009179,WO-003060,2026-01-01,M05,P05,Dimensional,3,FAIL
QC-0009180,WO-003060,2026-01-01,M05,P05,Weld porosity,0,PASS
QC-0009181,WO-003061,2026-01-01,M05,P04,Cosmetic,1,FAIL
QC-0009182,WO-003061,2026-01-01,M05,P04,Dimensional,1,FAIL
QC-0009183,WO-003061,2026-01-01,M05,P04,Material defect,2,FAIL
QC-0009184,WO-003062,2026-01-01,M06,P01,Surface finish,1,FAIL
QC-0009185,WO-003062,2026-01-01,M06,P01,Material defect,2,FAIL
QC-0009186,WO-003062,2026-01-01,M06,P01,Assembly mismatch,2,FAIL
QC-0009187,WO-003063,2026-01-01,M06,P04,Dimensional,0,PASS
QC-0009188,WO-003063,2026-01-01,M06,P04,Surface finish,3,FAIL
QC-0009189,WO-003063,2026-01-01,M06,P04,Assembly mismatch,1,FAIL
QC-0009190,WO-003064,2026-01-02,M01,P03,Weld porosity,5,FAIL
QC-0009191,WO-003064,2026-01-02,M01,P03,Dimensional,5,FAIL
QC-0009192,WO-003064,2026-01-02,M01,P03,Material defect,0,PASS
QC-0009193,WO-003065,2026-01-02,M01,P02,Material defect,4,FAIL
QC-0009194,WO-003065,2026-01-02,M01,P02,Assembly mismatch,1,FAIL
QC-0009195,WO-003065,2026-01-02,M01,P02,Cosmetic,1,FAIL
QC-0009196,WO-003066,2026-01-02,M02,P02,Dimensional,5,FAIL
QC-0009197,WO-003066,2026-01-02,M02,P02,Weld porosity,0,PASS
QC-0009198,WO-003066,2026-01-02,M02,P02,Cosmetic,1,FAIL
QC-0009199,WO-003067,2026-01-02,M02,P01,Cosmetic,4,FAIL
QC-0009200,WO-003067,2026-01-02,M02,P01,Material defect,2,FAIL
QC-0009201,WO-003067,2026-01-02,M02,P01,Surface finish,1,FAIL
QC-0009202,WO-003068,2026-01-02,M03,P05,Surface finish,2,FAIL
QC-0009203,WO-003068,2026-01-02,M03,P05,Assembly mismatch,7,FAIL
QC-0009204,WO-003068,2026-01-02,M03,P05,Cosmetic,0,PASS
QC-0009205,WO-003069,2026-01-02,M03,P03,Dimensional,7,FAIL
QC-0009206,WO-003069,2026-01-02,M03,P03,Cosmetic,0,PASS
QC-0009207,WO-003069,2026-01-02,M03,P03,Weld porosity,0,PASS
QC-0009208,WO-003070,2026-01-02,M04,P06,Weld porosity,4,FAIL
QC-0009209,WO-003070,2026-01-02,M04,P06,Dimensional,2,FAIL
QC-0009210,WO-003070,2026-01-02,M04,P06,Surface finish,0,PASS
QC-0009211,WO-003071,2026-01-02,M04,P03,Weld porosity,6,FAIL
QC-0009212,WO-003071,2026-01-02,M04,P03,Dimensional,2,FAIL
QC-0009213,WO-003071,2026-01-02,M04,P03,Material defect,1,FAIL
QC-0009214,WO-003072,2026-01-02,M05,P06,Dimensional,3,FAIL
QC-0009215,WO-003072,2026-01-02,M05,P06,Material defect,0,PASS
QC-0009216,WO-003072,2026-01-02,M05,P06,Weld porosity,3,FAIL
QC-0009217,WO-003073,2026-01-02,M05,P04,Material defect,3,FAIL
QC-0009218,WO-003073,2026-01-02,M05,P04,Weld porosity,3,FAIL
QC-0009219,WO-003073,2026-01-02,M05,P04,Dimensional,0,PASS
QC-0009220,WO-003074,2026-01-02,M06,P05,Material defect,7,FAIL
QC-0009221,WO-003074,2026-01-02,M06,P05,Surface finish,3,FAIL
QC-0009222,WO-003074,2026-01-02,M06,P05,Cosmetic,1,FAIL
QC-0009223,WO-003075,2026-01-02,M06,P06,Material defect,5,FAIL
QC-0009224,WO-003075,2026-01-02,M06,P06,Assembly mismatch,3,FAIL
QC-0009225,WO-003075,2026-01-02,M06,P06,Weld porosity,0,PASS
QC-0009226,WO-003076,2026-01-05,M01,P03,Dimensional,8,FAIL
QC-0009227,WO-003076,2026-01-05,M01,P03,Weld porosity,0,PASS
QC-0009228,WO-003076,2026-01-05,M01,P03,Surface finish,4,FAIL
QC-0009229,WO-003077,2026-01-05,M01,P03,Assembly mismatch,6,FAIL
QC-0009230,WO-003077,2026-01-05,M01,P03,Material defect,3,FAIL
QC-0009231,WO-003077,2026-01-05,M01,P03,Cosmetic,0,PASS
QC-0009232,WO-003078,2026-01-05,M02,P01,Weld porosity,2,FAIL
QC-0009233,WO-003078,2026-01-05,M02,P01,Surface finish,2,FAIL
QC-0009234,WO-003078,2026-01-05,M02,P01,Cosmetic,1,FAIL
QC-0009235,WO-003079,2026-01-05,M02,P01,Assembly mismatch,3,FAIL
QC-0009236,WO-003079,2026-01-05,M02,P01,Dimensional,2,FAIL
QC-0009237,WO-003079,2026-01-05,M02,P01,Material defect,0,PASS
QC-0009238,WO-003080,2026-01-05,M03,P03,Surface finish,5,FAIL
QC-0009239,WO-003080,2026-01-05,M03,P03,Dimensional,1,FAIL
QC-0009240,WO-003080,2026-01-05,M03,P03,Weld porosity,1,FAIL
QC-0009241,WO-003081,2026-01-05,M03,P01,Assembly mismatch,4,FAIL
QC-0009242,WO-003081,2026-01-05,M03,P01,Dimensional,1,FAIL
QC-0009243,WO-003081,2026-01-05,M03,P01,Surface finish,1,FAIL
QC-0009244,WO-003082,2026-01-05,M04,P04,Weld porosity,2,FAIL
QC-0009245,WO-003082,2026-01-05,M04,P04,Surface finish,1,FAIL
QC-0009246,WO-003082,2026-01-05,M04,P04,Dimensional,2,FAIL
QC-0009247,WO-003083,2026-01-05,M04,P04,Assembly mismatch,3,FAIL
QC-0009248,WO-003083,2026-01-05,M04,P04,Weld porosity,2,FAIL
QC-0009249,WO-003083,2026-01-05,M04,P04,Material defect,1,FAIL
QC-0009250,WO-003084,2026-01-05,M05,P04,Weld porosity,3,FAIL
QC-0009251,WO-003084,2026-01-05,M05,P04,Surface finish,2,FAIL
QC-0009252,WO-003084,2026-01-05,M05,P04,Cosmetic,0,PASS
QC-0009253,WO-003085,2026-01-05,M05,P01,Assembly mismatch,3,FAIL
QC-0009254,WO-003085,2026-01-05,M05,P01,Surface finish,2,FAIL
QC-0009255,WO-003085,2026-01-05,M05,P01,Dimensional,0,PASS
QC-0009256,WO-003086,2026-01-05,M06,P05,Material defect,7,FAIL
QC-0009257,WO-003086,2026-01-05,M06,P05,Dimensional,1,FAIL
QC-0009258,WO-003086,2026-01-05,M06,P05,Assembly mismatch,1,FAIL
QC-0009259,WO-003087,2026-01-05,M06,P04,Surface finish,5,FAIL
QC-0009260,WO-003087,2026-01-05,M06,P04,Material defect,1,FAIL
QC-0009261,WO-003087,2026-01-05,M06,P04,Cosmetic,0,PASS
QC-0009262,WO-003088,2026-01-06,M01,P03,Dimensional,2,FAIL
QC-0009263,WO-003088,2026-01-06,M01,P03,Assembly mismatch,2,FAIL
QC-0009264,WO-003088,2026-01-06,M01,P03,Weld porosity,1,FAIL
QC-0009265,WO-003089,2026-01-06,M01,P02,Weld porosity,4,FAIL
QC-0009266,WO-003089,2026-01-06,M01,P02,Surface finish,0,PASS
QC-0009267,WO-003089,2026-01-06,M01,P02,Cosmetic,1,FAIL
QC-0009268,WO-003090,2026-01-06,M02,P05,Assembly mismatch,4,FAIL
QC-0009269,WO-003090,2026-01-06,M02,P05,Dimensional,4,FAIL
QC-0009270,WO-003090,2026-01-06,M02,P05,Weld porosity,2,FAIL
QC-0009271,WO-003091,2026-01-06,M02,P05,Cosmetic,4,FAIL
QC-0009272,WO-003091,2026-01-06,M02,P05,Material defect,6,FAIL
QC-0009273,WO-003091,2026-01-06,M02,P05,Dimensional,2,FAIL
QC-0009274,WO-003092,2026-01-06,M03,P03,Assembly mismatch,8,FAIL
QC-0009275,WO-003092,2026-01-06,M03,P03,Weld porosity,2,FAIL
QC-0009276,WO-003092,2026-01-06,M03,P03,Cosmetic,1,FAIL
QC-0009277,WO-003093,2026-01-06,M03,P03,Assembly mismatch,7,FAIL
QC-0009278,WO-003093,2026-01-06,M03,P03,Weld porosity,0,PASS
QC-0009279,WO-003093,2026-01-06,M03,P03,Surface finish,2,FAIL
QC-0009280,WO-003094,2026-01-06,M04,P03,Surface finish,3,FAIL
QC-0009281,WO-003094,2026-01-06,M04,P03,Weld porosity,3,FAIL
QC-0009282,WO-003094,2026-01-06,M04,P03,Cosmetic,1,FAIL
QC-0009283,WO-003095,2026-01-06,M04,P06,Weld porosity,6,FAIL
QC-0009284,WO-003095,2026-01-06,M04,P06,Material defect,1,FAIL
QC-0009285,WO-003095,2026-01-06,M04,P06,Dimensional,0,PASS
QC-0009286,WO-003096,2026-01-06,M05,P01,Dimensional,1,FAIL
QC-0009287,WO-003096,2026-01-06,M05,P01,Assembly mismatch,0,PASS
QC-0009288,WO-003096,2026-01-06,M05,P01,Cosmetic,1,FAIL
QC-0009289,WO-003097,2026-01-06,M06,P01,Surface finish,4,FAIL
QC-0009290,WO-003097,2026-01-06,M06,P01,Weld porosity,0,PASS
QC-0009291,WO-003097,2026-01-06,M06,P01,Assembly mismatch,0,PASS
QC-0009292,WO-003098,2026-01-06,M06,P05,Cosmetic,4,FAIL
QC-0009293,WO-003098,2026-01-06,M06,P05,Assembly mismatch,6,FAIL
QC-0009294,WO-003098,2026-01-06,M06,P05,Dimensional,1,FAIL
QC-0009295,WO-003099,2026-01-07,M01,P03,Material defect,4,FAIL
QC-0009296,WO-003099,2026-01-07,M01,P03,Weld porosity,1,FAIL
QC-0009297,WO-003099,2026-01-07,M01,P03,Surface finish,2,FAIL
QC-0009298,WO-003100,2026-01-07,M01,P03,Cosmetic,2,FAIL
QC-0009299,WO-003100,2026-01-07,M01,P03,Assembly mismatch,4,FAIL
QC-0009300,WO-003100,2026-01-07,M01,P03,Surface finish,0,PASS
QC-0009301,WO-003101,2026-01-07,M02,P01,Weld porosity,5,FAIL
QC-0009302,WO-003101,2026-01-07,M02,P01,Material defect,1,FAIL
QC-0009303,WO-003101,2026-01-07,M02,P01,Assembly mismatch,0,PASS
QC-0009304,WO-003102,2026-01-07,M02,P02,Material defect,3,FAIL
QC-0009305,WO-003102,2026-01-07,M02,P02,Assembly mismatch,1,FAIL
QC-0009306,WO-003102,2026-01-07,M02,P02,Dimensional,2,FAIL
QC-0009307,WO-003103,2026-01-07,M03,P03,Cosmetic,3,FAIL
QC-0009308,WO-003103,2026-01-07,M03,P03,Surface finish,2,FAIL
QC-0009309,WO-003103,2026-01-07,M03,P03,Assembly mismatch,2,FAIL
QC-0009310,WO-003104,2026-01-07,M03,P05,Material defect,7,FAIL
QC-0009311,WO-003104,2026-01-07,M03,P05,Dimensional,2,FAIL
QC-0009312,WO-003104,2026-01-07,M03,P05,Weld porosity,2,FAIL
QC-0009313,WO-003105,2026-01-07,M04,P06,Material defect,1,FAIL
QC-0009314,WO-003105,2026-01-07,M04,P06,Dimensional,4,FAIL
QC-0009315,WO-003105,2026-01-07,M04,P06,Weld porosity,0,PASS
QC-0009316,WO-003106,2026-01-07,M04,P04,Weld porosity,3,FAIL
QC-0009317,WO-003106,2026-01-07,M04,P04,Dimensional,1,FAIL
QC-0009318,WO-003106,2026-01-07,M04,P04,Assembly mismatch,1,FAIL
QC-0009319,WO-003107,2026-01-07,M05,P06,Assembly mismatch,1,FAIL
QC-0009320,WO-003107,2026-01-07,M05,P06,Surface finish,3,FAIL
QC-0009321,WO-003107,2026-01-07,M05,P06,Cosmetic,1,FAIL
QC-0009322,WO-003108,2026-01-07,M05,P01,Cosmetic,0,PASS
QC-0009323,WO-003108,2026-01-07,M05,P01,Surface finish,3,FAIL
QC-0009324,WO-003108,2026-01-07,M05,P01,Assembly mismatch,2,FAIL
QC-0009325,WO-003109,2026-01-07,M06,P05,Dimensional,7,FAIL
QC-0009326,WO-003109,2026-01-07,M06,P05,Cosmetic,2,FAIL
QC-0009327,WO-003109,2026-01-07,M06,P05,Assembly mismatch,2,FAIL
QC-0009328,WO-003110,2026-01-08,M01,P03,Cosmetic,4,FAIL
QC-0009329,WO-003110,2026-01-08,M01,P03,Surface finish,0,PASS
QC-0009330,WO-003110,2026-01-08,M01,P03,Assembly mismatch,3,FAIL
QC-0009331,WO-003111,2026-01-08,M01,P01,Dimensional,4,FAIL
QC-0009332,WO-003111,2026-01-08,M01,P01,Cosmetic,2,FAIL
QC-0009333,WO-003111,2026-01-08,M01,P01,Surface finish,1,FAIL
QC-0009334,WO-003112,2026-01-08,M02,P05,Weld porosity,7,FAIL
QC-0009335,WO-003112,2026-01-08,M02,P05,Assembly mismatch,3,FAIL
QC-0009336,WO-003112,2026-01-08,M02,P05,Dimensional,2,FAIL
QC-0009337,WO-003113,2026-01-08,M02,P01,Cosmetic,4,FAIL
QC-0009338,WO-003113,2026-01-08,M02,P01,Material defect,3,FAIL
QC-0009339,WO-003113,2026-01-08,M02,P01,Dimensional,2,FAIL
QC-0009340,WO-003114,2026-01-08,M03,P01,Cosmetic,5,FAIL
QC-0009341,WO-003114,2026-01-08,M03,P01,Surface finish,0,PASS
QC-0009342,WO-003114,2026-01-08,M03,P01,Material defect,0,PASS
QC-0009343,WO-003115,2026-01-08,M04,P03,Weld porosity,2,FAIL
QC-0009344,WO-003115,2026-01-08,M04,P03,Surface finish,4,FAIL
QC-0009345,WO-003115,2026-01-08,M04,P03,Material defect,5,FAIL
QC-0009346,WO-003116,2026-01-08,M04,P04,Weld porosity,2,FAIL
QC-0009347,WO-003116,2026-01-08,M04,P04,Material defect,2,FAIL
QC-0009348,WO-003116,2026-01-08,M04,P04,Assembly mismatch,1,FAIL
QC-0009349,WO-003117,2026-01-08,M05,P04,Weld porosity,4,FAIL
QC-0009350,WO-003117,2026-01-08,M05,P04,Assembly mismatch,0,PASS
QC-0009351,WO-003117,2026-01-08,M05,P04,Surface finish,1,FAIL
QC-0009352,WO-003118,2026-01-08,M05,P05,Weld porosity,10,FAIL
QC-0009353,WO-003118,2026-01-08,M05,P05,Material defect,1,FAIL
QC-0009354,WO-003118,2026-01-08,M05,P05,Surface finish,0,PASS
QC-0009355,WO-003119,2026-01-08,M06,P01,Cosmetic,4,FAIL
QC-0009356,WO-003119,2026-01-08,M06,P01,Dimensional,1,FAIL
QC-0009357,WO-003119,2026-01-08,M06,P01,Assembly mismatch,3,FAIL
QC-0009358,WO-003120,2026-01-08,M06,P01,Material defect,5,FAIL
QC-0009359,WO-003120,2026-01-08,M06,P01,Surface finish,2,FAIL
QC-0009360,WO-003120,2026-01-08,M06,P01,Cosmetic,0,PASS
QC-0009361,WO-003121,2026-01-09,M01,P02,Assembly mismatch,3,FAIL
QC-0009362,WO-003121,2026-01-09,M01,P02,Material defect,2,FAIL
QC-0009363,WO-003121,2026-01-09,M01,P02,Surface finish,0,PASS
QC-0009364,WO-003122,2026-01-09,M01,P02,Cosmetic,4,FAIL
QC-0009365,WO-003122,2026-01-09,M01,P02,Weld porosity,2,FAIL
QC-0009366,WO-003122,2026-01-09,M01,P02,Dimensional,1,FAIL
QC-0009367,WO-003123,2026-01-09,M02,P02,Assembly mismatch,4,FAIL
QC-0009368,WO-003123,2026-01-09,M02,P02,Surface finish,2,FAIL
QC-0009369,WO-003123,2026-01-09,M02,P02,Material defect,0,PASS
QC-0009370,WO-003124,2026-01-09,M03,P05,Assembly mismatch,9,FAIL
QC-0009371,WO-003124,2026-01-09,M03,P05,Material defect,1,FAIL
QC-0009372,WO-003124,2026-01-09,M03,P05,Weld porosity,0,PASS
QC-0009373,WO-003125,2026-01-09,M03,P01,Surface finish,3,FAIL
